Position Name;Salary;Job Type;Shift & Schedule;Company;Location;Rating;URL;Id;Posted At;Scraped At;Short Description;External Apply Link
Interprete Inglés Avanzado (C1) sin experiencia;$599.999 - $600.000 por mes;Tiempo completo +2;;Epicus Corporate;Santiago de Chile, Región Metropolitana;;https://cl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D7QtHf2e01gya0d7zutKuC6PLVLhxqhZHj578oL-fjtEAd6kJAcz_0UL28ZA_roIfK0S6xZ3dZvYl15QiyL4NQIQIM0oCpj0b6DcqWV_av13IOAQ3ScdABq24NylsBqJmt2Hy67p-MwPzdzXF7PIQT9EdT_GYGMEKdEorMSbffpQoLVS9CnBVB_aKRPtVEW48kVPDqbTca-hh0vfDv5_QeJQg0BKEAR82o45l0rhieOfCZIEAhDtiMtW5gzW2KWY6_Vu40dSqkChaTyMc_WDpysVwb-PX1IoOgNgxH2NC4WK5ZFP0drzNXAwFB7KjmGyxw1a8nAaYi4LISWsRnEeAc37bIUNwKkn7Zx1oj7fwdPRhoExhCUDRccPNuPXp5Cjg5qF4UNr7d2HF9cOIm8xzHhxHw6EogHMORjZAIIV03uF8xzCWBRVQ5x8tIp7LcSmDMrMuOo_dxtZ8TVNyQgcaiCFuFee4HF-AinZp0rwdSi0t6s271dWpQLQ_t9As43jSdupsKbt2kKQYX8HXXIvNmqes-3-k5LCxHVIWQhVaUCyALUJmWfLnn&xkcb=SoAb-_M3SuXg1cTABx0LbzkdCdPP&p=0&fvj=1&vjs=3;bec05ee1bfe1fda0;;2023-03-13T22:01:10.768Z;" Somos Epicus Corporate, Empresa enfocada en la tercerización de servicios, comprometidos en superar la satisfacción y expectativas de nuestros clientes. Dentro de nuestros servicios se encuentra el Outsourcing, Reclutamiento Selección de Personas...

En estos momentos, nuestro cliente, una Importante Empresa Internacional del rubro de Interpretación continua, se encuentra en la búsqueda de un interpretes continuos en los siguientes rubros: Cuidados Médicos,Gobierno, Empresas e interpretes personales para que se integre a su equipo de trabajo.";
